0.317712 0.00341745
0.017681 0.0033102
0.0657892 -0.35389
0.416527 0.189886
0.311311 -0.265602
-0.296152 0.0992441
0.277483 0.087162
-0.112167 -0.0263687
0.0426262 0.29377
0.0166747 -0.343493
0.0156606 0.192188
0.247864 -0.170029
0.101318 -0.12739
-0.00973285 -0.0668531
0.0764288 -0.0767788
0.0256027 0.104154
0.263205 -0.332701
-0.0848777 0.250743
0.127845 0.100462
-0.161094 -0.400505
-0.472309 0.377476
0.189832 0.243279
0.192675 0.151176
-0.275083 0.0662312
0.519896 -0.382201
-0.337309 0.391597
0.0329453 -0.242109
-0.0455768 0.322721
0.232185 -0.0732383
0.27977 0.182491
-0.0620921 0.0315563
0.13875 0.130844
-0.175178 -0.0960308
-0.307559 0.413637
-0.027204 -0.0729811
-0.0284668 0.0245772
0.269804 0.414838
0.176424 -0.320926
-0.148589 -0.221936
0.0754549 0.284792
-0.27326 -0.354725
-0.0822286 0.450987
-0.428031 -0.05573
0.45743 -0.2969
-0.135903 0.451271
-0.0260934 0.117704
-0.277332 0.371123
0.304268 0.0885395
-0.455192 -0.206415
0.156469 0.402054
-0.27401 -0.117863
0.155057 0.118569
-0.0678319 0.181577
-0.246897 -0.0636564
0.0338686 0.0983501
0.083984 0.136468
0.00177709 0.106651
0.0530363 -0.266783
-0.134181 0.0748655
0.0198653 0.272365
-0.170444 -0.181163
0.00887025 0.0298514
-0.145242 -0.185301
-0.290008 0.477893
